user_id,train,test
A10X6EMVZGVX9E,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A10YNQ7SPY4X63,B00KA3W7IK|B00GDAKKEC|B00FNPPQS8|B00LBRMWQG,B00IGAOE3U
A10YZ5XQI922Y4,B00L36C4C2|B00M9V8EBU|B00UHCSP2G|B01B40RGVA|B014XR81WE,B00JILKZTI
A10Z8PKPUJ7YHO,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A11050ZKT750SK,B0132IPR0O|B00KDC2YKE|B01C1ZBBRC|B00Z5RU81Y|B013DA6HXM,B01EN6MNJC|B01CTY8KBU
A11150HPV1MY4Y,B00LJJQ21M|B017SQCA24|B00UJ0CD56|B015ZK03GA,B01FZ448SU
A113HH4FSE1ODN,B01A4WF4V8|B01CUACR8K|B01588Z206|B016DQ4KAU,B01C9U8O56
A11459ZN3F8VJ5,B0018N66X8|B0018N7NP8|B002HIQWOQ|B004XSBQRG,B01FDZSPS0
A114KIJEBP6ER7,B00FFMMGYQ|B00CN5B8UG|B00D83TNRM|B00F2OZ5JK|B00DPNZGOE|B00DPNZA7C|B00NNFHF3O|B00DPNZXWY,B00JFCB4MC|B00ENNV74I|B00PFHVATS
A114ZPM7ZABSI7,B00M0FDK1O|B00T4BP0RO|B00WMBVR16|B010N0XCQU|B00VNFTLGA,B00XSX3W1U|B01A50HZ3Y
A11593W66FNIMM,B00MWT9MLK|B01DHU4CK8|B01G17AWKI|B01EH6FBW4|B019776IU2,B01H6P5AT2|B01EJ7SWL8
A1168WDGNYCZPQ,B00Z6I1E6U|B013JPC35W|B015KDGAVO|B017DV4JPU,B01CJBP4DA
A1181RLJYUA0CS,B00K8PIZ5E|B00UWCIWV0|B0133Y2U4I|B010KYIZ1G|B00CJ3SAF8|B00KW4L0J4|B00UMLCG7C,B00W1JMXEO|B0111ZAAS4
A118V341FMA1EL,B000WXIK98|B007X73VAO|B006XL8VYW|B009AFYZXO,B009AFZ2TK
A11CE9WJH4E1F5,B01294PH1G|B00WSBQQE8|B014PP4L7I|B015J4RF3Q,B011LCP34S
A11CJEAOWBNJ0D,B004VG7H4G|B00L5KTZLO|B00LEX9L84|B012V60XSY|B00QR7K42E,B011PV9M2Y
A11D1CHIO38I0X,B00AIIQJP4|B00JX59WZW|B00KE26ZNU|B00MHDY7F2|B00KA4RSRY|B00WWGLLXK,B00Y2KMO6C|B00HN5BKAE
A11D8CLU9H24YK,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A11FN56JARVENV,B00GSN7R0O|B00XIQJPLI|B016Q7H8TQ|B01F5BV0C0|B017Y3UWXU,B015DWNG6E|B00MPGFVHY
A11GH4R49NOSO3,B00NOPS0FK|B00YEPALY2|B01EJTSUPO|B019DPQ1TQ,B01BFO8E4I
A11GLZLVAUD354,B019OLDAIY|B019OLD61A|B00Z693UK2|B01CJO0WYI|B013Q2KLVG|B01AT4EFE8,B00X92BSNY|B00JXMEA34
A11JLWK8H96AU,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A11K2CK6YQGCHJ,B00VR3YL1S|B00MQAZZIY|B00LMU9LIE|B00IQZZEYS,B00I5PBK9W
A11MASMYR7CXH1,B005ZUH19I|B00RGN8POW|B013EXSPQA|B01BV2MWLK|B00OXH45CK|B00XC2541I|B00XDO26TI|B01EUO6GVS|B00N1U4QDI|B00YOPYT1I,B016XZCTWW|B013JPC33O|B01EZ57Y7M
A11MJQIZKMPVCI,B00KPFPZG4|B00SXTMOAE|B00UV3Q3RU|B016MEQTCU,B00JL0FXB6
A11MMSJQO2Q7KC,B00ISBTU9K|B00EZ04C2S|B00MUDXETO|B00PGLUW10,B01DHVDT06
A11NYEHLJV5B56,B00KA3R3M0|B00KA3QT8Y|B00KA3VEG6|B00KW4KR66,B00KBMDCNO
A11QLAEZD0YY7A,B00SORIDBY|B00JUJH1IG|B00UB56B66|B0145IEFZ8|B00HYU1C38|B00RJM7WDA|B00S7N998G,B00HMHNHH2|B001G6SITW
A11YX0NFJ2NOV0,B0116ZT4BI|B0142ISUNE|B015OBZOG4|B00LO771CI,B014W276DU
A1209BBGYWV8O3,B00PIFQU0G|B007JEZX0M|B0167ZFWSQ|B016A4TI5W|B018MS1VXG,B017NEQXZQ
A120I5ZY3CWKX9,B007HCMUA2|B009AO6LTQ|B01BE3KDLM|B019QPZIFG|B01E6QVWBE,B00K2YGVS4|B00ENMW7WK
A1223JGQ0GRSPT,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A122ULM3MEHFW7,B0040HKZ8Q|B006E9MYE6|B006E9MZZY|B006E9MZFE|B006E9P6LY|B006E9MY4Q|B006E9QKD2,B006E9R98W|B00IGAODHM
A123FWS22NWZHL,B00TYAO2S8|B00Y9VXVVG|B009046YFW|B00CO8I22Y|B00COM550W,B010G71R5S
A127HKC676EBWF,B01264HIL6|B01F6VWTL0|B00UOSH9X4|B016D75AQ2|B019C5X0JG,B01F6VW1OU
A12A7Q3DHAI6AY,B00MQAZZIY|B00M6SF50Y|B00PFNKKFM|B009QU9MVS|B00JN1JMWY|B00J7OTX12,B010SEWQHC|B0183R3508
A12AWD9L3DD93E,B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU|B010RRWKT4,B014IBJKNO
A12BITSJFOHZ94,B00D2KDRGY|B01DCKN5RE|B01CN8RC9I|B01D2QC3IU,B015ZPHTYY
A12CAXEJLEPXEB,B009KM5HAW|B00BNB3A0W|B009PMILQE|B00E1L9QOU,B00DDN8QCA
A12CAZ0XQNUBFK,B00IZDYOZG|B00NGZKN1C|B019JZ8W5Q|B01A0TCH1U|B01EYKV6ZO,B00DZ4MC7M
A12D4UVW108DLL,B00H2A3CC4|B00LMU968Y|B00IZ4I1C2|B01CHZWS7I,B01B0MSNMS
A12DWXDNZQTKXQ,B0017LD0BM|B0017LGD34|B015Q0HP1U,B01H7KY678
A12EVLX6RP7TKE,B00JTTWCPE|B00JTNO2US|B016YXZY2U|B01ERLOUKI,B01GQBY6I8
A12FBA7DCFE5W7,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A12I8GCK1UVK40,B016KKRH4A|B01741HFC8|B01C1AL1WM|B01CN5MYDA|B01DKAGRGC|B01EJFKZVK,B01COL1A74|B01EOJK0YI
A12LD40UVBERI7,B00ZGTZ97E|B01CCI6AS8|B01CY2WP7C|B017INLG6I,B017INLJTW
A12LDKOWDBPQTC,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A12N2I40T8RLO0,B00KAWJ0PE|B011B186ZC|B014IZVL6E|B01D8KMB28|B01EK2BCMI,B01C3QN4TM
A12PAVZI1JTFOI,B007BYYH6Q|B00LGTIKBK|B017RMUVMU|B00NNXQU46,B01B4VIZ8M
A12QEV954W26O4,B01CCI6BFU|B00WHO8PBS|B00SWU32FU|B01CQR7AZC,B01CY2WQVW
A12QYXYD90VX3V,B00CJQGQAG|B00CY8ON68|B00KA40OR0|B01HBJ7W8A,B01F3CAPKO
A12TZYJLHDKIGZ,B00IOBLTO8|B00IZ4I1C2|B00KA3ROE2|B00LMU9LIE,B00PJIMV2S
A12VRR4LXJDHBV,B00PJIPF7Q|B00PJIV2PK|B00PJISVUE|B00LMU7WUI|B00OCA5DWY,B00OCA5BQW|B00PJIPITG
A12YFBMUQPYM2X,B00KREP4NW|B00LMU8YAK|B00OXAKV66|B00FNPPQS8,B00LL20G5U
A12YFOZ95Q3LXS,B00CMI9D8I|B0159Q0QYY|B0152Z36EY|B019Q577XC,B019HKEIOM
A12YSUHTXNY9D,B0085885W4|B009ESB6MA|B009GW4W66|B0094FZU3E|B00E0JPVH4,B00VK99RX6
A1323HWAK2K22Z,B00X3MNM3O|B00PJIV2PK|B0175UQVMI|B00X3MO06W,B0175UQVLO
A132M4CCT4TFJA,B014CKJQOE|B00JB0Y9MK|B00U4C2U48|B00UCHNBNO,B018449HM0
A132ZDBIO64YOF,B01B5JRR0A|B01EWYVFJ4|B00GL9S8V2|B010XDENF6,B017P3QM74
A1336K9QQ2R7QH,B00QNNG46W|B00K3SGGR0|B00L18M0RQ|B00XSAOSE8,B00ZYJKPDY
A133MQ8GLM5RKO,B00KYH9SHU|B015MMA0GO|B012B3GSUE|B01HBP6WQW,B01GAA1YR6
A135KOM855ZA5,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A135SGOQMVWABQ,B010RRWKT4|B014IBJKNO|B0058YEJ5K|B0014F7B98|B009MA34NY,B0092UF54A|B005AGO4LU
A136XAHBZ3MNQJ,B000NBIMY2|B0012DR1LU|B013DW2FJ0|B00VANHL12,B01B4EUH3U
A137H5ZW9VADAQ,B00ZX08KP4|B010S0C4Q4|B00WJMK606|B01D73URP4,B00BQHNKG2
A138EP8JZ9RX93,B00EPPSAJY|B013QU9BKU|B01CG2PE28|B00F1AXJ84,B01B9C83YM
A13CUECWUX8SZW,B00CR4HVEA|B00JZBJ3H6|B00OZ9XKPY|B016BZDAYK|B00V4KUOLU,B01G3KW4T0
A13FLOD16ZC3N4,B00FG35RU4|B00KREP1HQ|B00YEMDRQE|B013JT4E9G|B00KW4L9XQ,B011QXRBWO|B013JT4EXC
A13GNTF3N7UN2W,B00BW8KNRO|B00EZJ224Y|B00EOP6TDO|B010E7Q5K2,B012YMTEHQ
A13H42NCHTF3Y6,B00X5GWMUW|B00PJIR7M2|B00UYT221C|B00I0VHS10|B00ZW3SCF0,B0183SO5RE
A13HHK4AP7U0E2,B00X69GNV2|B00OK31XXQ|B00YX0WJ48|B00ZC70MEA,B00MOA8RGI
A13HM8OE5ECSRC,B018K883X4|B00KA3R3M0|B00KA3UV0Q|B00KA3W7IK|B00FG35RU4,B00LWZH8C0
A13IHYLH74T7WH,B00IOBLTO8|B00KW4L9XQ|B00PJIPZGW|B018T1KFU6,B00PCSJD9Y
A13JGYKUU10QKH,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A13JWTGWCLKLAO,B00Y5646DW|B00MIMOVB2|B0132JEIJE|B013DS86SS,B00MWT9MLK
A13M7GIGSPKKBT,B00BOBCMUU|B000YFSR5G|B000YFSR4W,B000YFSR4W
A13MGIUEHNSOKO,B00ASLJXMC|B00HF4N2UO|B00NFR7UNK|B015CO7F74|B010497OZ0|B0170TKYOK,B01G50EPWC|B01G50F0WQ
A13P82MG3XFWV1,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU|B010RRWKT4,B014IBJKNO|B015UIV87U
A13QOK3SKIT9QL,B005PK7Q1G|B00YGEIQ9S|B00AW80PPU|B00AIIQJP4,B00NTY1NWI
A13QPMQ3FF6JLJ,B00G42R6NW|B012C8E67K|B015QEDUZQ|B017I7QDQ2,B00UJ6GUYA
A13RM90OYZ72W7,B00NNIEQ5Q|B00N6EM22Q|B008596AIO|B00LHJMDV2,B00P1CG0YW
A13SUP8HBMQ2NN,B00CN5B8UG|B00D83TNRM|B00GLQAJN0|B00UIZB3LC,B01AAA616G
A13T8W4EINW0Z,B008AEEEU0|B00QI51L0O|B00SFPUDKO|B0094G8XI2,B009PMJZUA
A13UG665AR8LCV,B019GYFTMO|B01ESHRKB2|B01F74QQF6|B01EQTIC1O,B01D9FFNHC
A13VRMJVAGIHLL,B00NKQUSLW|B00LEEQLC2|B00ZOXFI1E|B01CFGL6WM|B01D9JBR78,B01DKEM7E4|B00FDWYT6G
A13W5DGU9QF721,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A13YHX8QAM9SXX,B018LRPH56|B0156A12P0|B01AVNMQYS|B01AY2526U|B01CNLNH2G,B01D4ENVRW|B00ZUA6AJK
A13YVLLD267N30,B009PMILQE|B00E1L9QOU|B00W1KC1PY|B00N8LLN22,B01B2AOT3K
A140WLQCTQ6P8L,B01533WR2C|B0162SHSC6|B01B9A9M3K|B01CJGA6CE|B01EHD010O,B01AHEUCVA
A140XVPLRQYKYY,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A142BWQ8O5YS86,B01AFJV49G|B015STJBPM|B01B40ORSU|B015T73A32|B00UYR5I7E,B00H3VBJSG
A142HY00DAFCC2,B00IYF4QSA|B00CWAE2V4|B00S0S1AQ2|B00ZEJU2CI,B00M1DDEES
A1433KWQ24IOU5,B017LZ56JG|B017LZ57YA|B017LZ4YOE|B017LZ47QO|B017LZ4PJ8|B018E6PC9K,B01DF27LDI|B00JB0Y9MK
A144F9XWDXF05W,B00PJEJOW2|B00I8JLZI6|B007HYZQZQ|B00OCGQTEO|B011BRYKTM,B01DKEM910
A14670JZ1TED7K,B00IZ4I1C2|B00KA3R3M0|B00KW4KS56|B00PDCJY5W|B00EZJ1ZQK,B00QN40ZQG
A146EBZ2VW0UOR,B00KA3VO3O|B00KREOWWG|B00LMU8EHI|B001B3FY42|B00Y48NEIY,B014J05V3M
A146PPPJJABH6L,B00CMSSZGE|B00HIBCPUM|B00E6KBPCM|B00GN7XZNS|B00J2L4EVY,B00E9LRNE2|B00HD0GS92
A146WK47R8XJG2,B00LMU8FUO|B00MIMOVB2|B00VLM2H1Q|B00LX0CTAA,B01F6O867I
A14A94TSHBLUN0,B00LURYJRM|B01238B5HS|B019SXT19K|B015GOM97G|B01GYPEYZQ,B0097AJS2U|B0154PRE0E
A14AJV875G9JYA,B00UL8RJ1Y|B0133Y2U4I|B018G17AYS|B01B7K4FSY,B01DF3M9J8
A14B4MJ7KZE63B,B009046YFW|B009045SIQ|B00HHPN6ES|B00IM9MHHU,B00T6NJGAW
A14H79Q2214GDR,B015PBJA7W|B00SB7N510|B010XM7QWE|B015OE40ZW,B00FHN9OR0
A14HL3XUM3L2NI,B007IDQ7AY|B00GLQAJN0|B007HXMQXM|B00LMI9EAQ|B00IM8T6ZC,B00KA3V4YS
A14HVR65BSAKHC,B00KA3VO3O|B00L4YBJRE|B00Q8BYTAW|B00K722JPK|B00K74GWAG,B00PGV2G5A
A14I27N7IMZ3LQ,B00MP1VJYI|B019ODJB6M|B00KONYYVO|B015IITIG0,B00SH9BD0W
A14IDXVRKZ81H6,B00B0QLYVC|B00J5A7ZJK|B00LGCDKT4|B00LMI9EAQ|B00WZZLJBW,B00E0JPVH4|B00NTY1TA4
A14IVFLENLR9XK,B0140XRJNS|B0173DCUA4|B00KWMZFVU|B00VJ66T5O|B00WG6MGFS|B010FH92RO,B00RL0UT4Y|B0185DFW56
A14KMTUIRG51TH,B00KWJYGG8|B000YFSR5G|B000YFSR4W,B000YFSR4W
A14LN0R1PQA5WI,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A14LVJDMDABMML,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A14MNRQ6V1B8M8,B00N1WSXQM|B00ITHO9VW|B00LGIX0IO|B00M7XTGGW,B00PFL7WHI
A14NH559TEDFQL,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A14O4FKSNRY5Q7,B007WA3GMK|B007WATHQO|B0113RBAWK|B01HBA9WZA|B00GN7YYEW,B01FUD0ZQK
A14PVW2N5YBWSA,B0014HA6VG|B016Q7R2I8|B016Q7QTO6,B016Q7R7Y2
A14Q8EF4ZDPIQW,B00MIMOVB2|B00S99PBRG|B0145IEFZ8|B017H3PXD6|B00PJIQ2P0,B00UDF11O6
A14RFKCNCNJBCV,B000NGJ41W|B012ZS63IM|B01615IQPS|B01ENLVGOU|B01EYJQ1GO,B01CNHPZ16
A14SZJMX07FXYR,B00KW4L9XQ|B00MXG42US|B00QG6UEPI|B00K5FYTHA,B00XMJAU3S
A14TH6X64RFHAU,B00EIQOP7Q|B00LHJMHVS|B00LX0KSIA|B00I8H1ID0|B00IRW7D9O,B00IX0T0KA
A14TS9PCRLLWEG,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A14UDTXL354W07,B00X4MVDNY|B017LFRZRC|B01BHC0YPU|B012JT527U|B00QLF3IO8,B00PSM5ENS|B01417YFOO
A14V45OKTF6U6Q,B00E1LAO1O|B00EK7ZDQU|B009ESB9SQ|B00HVXXIR6|B01G6IRBEW,B01HD5VI8W|B011YB6EVC
A14XPR8QTNQXGJ,B000YFSR5G|B000YFSR4W,B00F8ZI15I
A14Y2XQBJFB240,B006VA07FG|B008AEEEU0|B00AIIQJP4|B00E96Y7G4|B00J2L4EVY|B007WATHQO|B00J4IC778,B00E0JPUSE|B00JZGNE6W
A14Z4E4FAZ9S88,B01C41AAQ6|B01CVL3TUS|B01FQWN72O|B01H1HC0HA|B01FXEHODI,B00ZOZLGHC|B01GFRM28E
A14ZUWQKAZUWLX,B00LXNCUTM|B015CFTI6O|B0079POOJW|B00LWM8W0K|B017BD5RX8,B00LXND6JU
A1501P75NE8FOU,B018U3MN2G|B00QBSJ1PU|B015DZWIUQ|B01C5FCZ5U|B00M2OF1AQ,B010KYIZ1G
A158106Q67ZNO7,B00MQB04ZC|B00KBMDCTI|B00LMU8VX0|B00LMUIQQW,B00LHJMDV2
A159IR0ZIDS388,B01GK6Y47M|B01H2TO6MY|B01EPU0OWE|B00XDUXKQA|B01HC7565W|B00WVZP4PS|B01F6MVRBC|B01G76UNC0|B014QFAFS6|B01F3CAQ9E,B01H9YLXXW|B01DWL3K4Q|B00WO4103Q
A159WZ8A42TBZN,B00KA3WMJY|B00KYJUETE|B00IOBLTO8|B00JITC73C|B00KA3VO3O|B00J2S41UG|B00NPX52ZC,B00IZ4I1C2|B00MNGNF9W
A15A867FGPBQP4,B0014F8TIU|B0014F57YY,B00ZW3SCF0
A15BCSAQAPE0C3,B00L3350EY|B00GQVXMUC|B00PAHWZ8I|B00HSDSCPW,B012WQH3M2
A15BE5SERDC5ZV,B015Y72IPI|B01AT3YF8A|B012DZ7I3Q|B01H56NUL2,B00ZZ0V5SQ
A15C5GZGVRQLJX,B00F945X1I|B00J5A85FI|B00JGKOK92|B00M2OF1AQ,B00FAD21NQ
A15CBFJMTOTVUZ,B00ZE8TE9G|B00ZEIRFRO|B00ZP7E252|B01AXHXEES,B01E8XTQKY
A15DWAOMHKY7F2,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A15K26YABYLPYY,B00KYW5NHO|B00VJZDC8W|B00WM6SC5K|B016TAT8LQ|B00PJIMV2S,B01D38YQSC|B010RGY55M
A15LOTBKMJQ01X,B00J5XJFO0|B013EXSPQA|B0132JEIJE|B01CUACVWM,B0129UMBLE
A15M9W51HMZPH5,B00YETA26A|B00WNSAYW6|B018FCFDTW|B01EKNMV1S|B01AYV1WCO,B006V09DZQ|B006V09GCG
A15MPGK6M19DAP,B01E4UQ3UM|B01H73J5F8|B01H6OWYUQ|B019BUQPC6,B018LIQU92
A15NXB3LWBTF0D,B005CI981W|B00DFDO62M|B00W8Q2C50|B017B32NTY,B01FO04LGE
A15PB5QABNV5NO,B00QH2QRAW|B00OD4H4EO|B00JIHL2A8|B00SKX1KL2|B017D6UHRO,B016RRTOUG|B00SF61OMY
A15T9G38F589KM,B000N8927G|B000N8CNIQ|B000N8CNFY|B013CL5DKU,B00MTFXHXQ
A15V4TJBVYLK94,B00CZ50CXI|B00CZ5007Q|B01C43QNPQ|B01FYTOUX4,B01E3MMXSC
A15VHWH9VMFA5J,B00MQS6EO0|B00WU9C2KK|B00Y2E23NW|B007AK4DPG|B00Z9WZ8QA,B014ACAWS8
A15VIPFO0VXPTL,B00SI020DE|B00N49JICA|B01EUPG9G4|B01EU2YXQU|B01EXAVD3K|B01H7N6240|B01H00XWJI,B019C2W5D6|B01GUAGRFK
A15VORD38PXWA4,B005GG978O|B005CI97JK|B0092FVV2K|B00EHJ288W,B00LZP4W08
A15WJ0ORGJNLPQ,B00LVQSE78|B01093TCRO|B01H7PPN0M|B00J94G6D8,B01E056H34
A15Y0QI39GKKO4,B00KA3QT8Y|B00KA3WMJY|B00KA3VEG6|B00PJIT0EK,B00PJIR7M2
A15YI2SEYRWYQA,B00N9X51YA|B00ISIL5R8|B00LTDAAI4|B00P6F5LYO,B00HNH3AI2
A15Z642P8MA22D,B00KA3WMJY|B00KW4KR66|B00YZSY8SI|B011QXRBWO,B00WQZ9BM0
A1609IWATV4JTW,B00F13NABC|B00KA4A6Q4|B00SZJB4Z8|B00T7FB12A|B00CG6FRVI,B01FX5E1II
A160SGSPSJ6DBH,B00FAD21NQ|B00LMU8WSE|B00LX0CTAA|B00KA3QT8Y|B012C1WB3S,B01CDQWPFG
A160V786CRLKT4,B008ZGEWQY|B00LEEQLD6|B00JPV9YEI|B00LEEQLE0|B00ZW3SCF0,B01GC3C4CK
A16138OVE7AFAP,B014S8BD32|B01EFMDSF2|B012Z9PGDY|B01BY46PQI|B01CJO0WYI,B01E5GZBJE|B01C6X51LG
A161HE4F791VJV,B00M0FZV7U|B017VTDUNQ|B01E8A3YC8|B01ECQBF8S|B01GAELOWC,B00UXIUDBK
A162FQNFA5FDS4,B00KW4L2VA|B00NGFJ32W|B00LMU8IRE|B00OCAA4O6|B00PJIPF7Q,B00MQB04ZC
A162IYEM5A4EBP,B00JPRC8I6|B00TPY1I30|B00YBH3H26|B019SVWVLM,B019WCGROO
A162UMP95EYQ22,B00N2Q7BPQ|B00Y7S060U|B00XVWTG7M|B01BEOYDLC|B00FLYTDVM,B0183JQHCO|B01FR40QGQ
A163UW8X5LYDIM,B000K2PJ4K|B00NNFHF3O|B00PI3HEAS|B00LSEFVCO|B00CJQGO2G|B00WM9LIIA,B010X9NZ6I|B015FM7W2G|B00W6ZN2FW
A164VQU1Y5WHW0,B0186FN4FI|B00VC8IVDC|B00V3Q9KO2|B014KTZTO8|B0156MPG46,B01A8HSQ6E|B01686LMVA
A165P3MOJV3OVZ,B00KMR6T5Q|B00KNVVRE4|B00G1TALDU|B0097B5XV4|B00B0QC772,B00M49HTFE|B015TNQCLS
A165SYOB7XFA9B,B00GO4JTDK|B00JLHYVBW|B00W035VCC|B015MMA1HW|B016BMQ6D0|B015H40F4E|B0069TZ416,B01E6U9F6Y|B01B2R7PES|B01FMI3NHG
A1688VED1CELM6,B00FOGWOOU|B00KA3VEG6|B00KA3UV0Q|B00JY1DCWE|B00UFEQUJ6,B01B8VJ1W2
A1695HI0ZY7ROV,B0185G1GCG|B00LVYEKZK|B01FCR5ZD2|B01FCRBIEM,B018TEPC0Q
A16BGUHQH20CIP,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A16HADM18F4MUL,B0172SWE3I|B0185SRYGQ|B00YWMQZBU|B0148ROZGK,B00M0DIM82
A16JLXKDJHJPRE,B008596OA8|B00JRX9FFC|B00ORUEQ9U|B014SHA1HM,B00K4T1SXK
A16MEM7EIAIRT5,B00RP2XQWA|B00N1U4VE2|B010Q2A2V8|B0132XDVZ2,B01H6Z4BHY
A16N4XZ8IHC7I0,B009PMILQE|B00E0KZDAS|B00FGVK9B8|B0094GA5G0|B00HAX0WD0|B00E1LAO1O|B00GLQAJN0,B00OCA59LY|B00I0VHS10
A16QST8AO6TXX3,B00E1ALO6E|B00ESZOJQE|B008P5ZN7C|B00V5XDA6M|B00KXR6UHW|B00ZH0HXCQ|B007JEZX0M|B01429W0AC|B00SY2WN0G|B0151GK6XS,B01F398YKK|B00VE8LN30|B01HH3WJVA
A16RER3NG8958X,B012CTKLBE|B015FWF7FA|B01G54TAI2|B00N3FMH5K,B01DEJ09G8
A16SE85MR7L9DQ,B00NR6HCF0|B007HIHL8C|B00QAFH7S2|B017GPT6SI,B00JGBDLXW
A16TCDQL2C5NGY,B01B2R7NW2|B01686LMVA|B011HNWNT4|B00WWQNHN2|B00ID20OE4,B00SB0NNXM|B01DELGUTG
A16TZRHTLDUBU4,B0017U1KBK|B000ER9V68|B001F8LJ92,B001FOOG0U
A16UVYX457F0W3,B00QN40Y26|B00SGM1PWG|B013OUVW40|B00OPTJQ2A|B00M09UE8C|B00Y3KKMVU,B01201P2GS|B01201TITA
A16VM71BLBCMMK,B00VMA2B4U|B00VZ718H6|B0159XUVLU|B009QU9NBM|B011DF35QG,B01EO2BQP2
A16Y7V1CZCWKFV,B00XZYPWZ6|B00SI5DGNW|B00OXZF7R4|B00VH8FWDE|B00Z9WZGVC,B01DP6XIZ4|B014GMD036
A16ZROYKG27HYY,B0094GA5G0|B00OC6XYMO|B00SXUAQ8A|B01FSD07YC,B0144JCA3W
A16ZZP8A3H2C42,B00FFHMWKO|B00K5VI5O2|B00MHGYD0I|B00UWZK8TQ,B017JM3BHA
